"","Success","Feet"
"1",1,0
"2",1,0
"3",1,0
"4",1,0
"5",1,0
"6",1,0
"7",1,0
"8",1,0
"9",1,0
"10",1,0
"11",1,0
"12",1,0
"13",1,0
"14",1,0
"15",1,0
"16",1,0
"17",1,0
"18",1,0
"19",1,0
"20",1,0
"21",1,0
"22",1,0
"23",1,0
"24",1,0
"25",1,0
"26",1,0
"27",1,0
"28",1,0
"29",1,0
"30",1,0
"31",1,0
"32",1,0
"33",1,0
"34",1,0
"35",1,0
"36",1,0
"37",1,0
"38",1,0
"39",1,0
"40",1,0
"41",1,0
"42",1,0
"43",1,0
"44",1,0
"45",1,0
"46",1,0
"47",1,0
"48",1,0
"49",1,0
"50",1,0
"51",1,0
"52",1,0
"53",1,0
"54",1,0
"55",1,0
"56",1,0
"57",1,0
"58",1,0
"59",1,0
"60",1,0
"61",1,0
"62",1,0
"63",1,0
"64",1,0
"65",1,0
"66",1,0
"67",1,0
"68",1,0
"69",1,0
"70",1,0
"71",1,0
"72",1,0
"73",1,0
"74",1,0
"75",1,0
"76",1,0
"77",1,0
"78",1,0
"79",1,0
"80",1,0
"81",1,0
"82",1,0
"83",1,0
"84",1,0
"85",1,0
"86",1,0
"87",1,0
"88",1,0
"89",1,0
"90",1,0
"91",1,0
"92",1,0
"93",1,0
"94",1,0
"95",1,0
"96",1,0
"97",1,0
"98",1,0
"99",1,0
"100",1,0
"101",0,1
"102",1,1
"103",1,1
"104",1,1
"105",1,1
"106",1,1
"107",1,1
"108",1,1
"109",1,1
"110",1,1
"111",1,1
"112",1,1
"113",1,1
"114",1,1
"115",1,1
"116",1,1
"117",1,1
"118",1,1
"119",1,1
"120",1,1
"121",1,1
"122",1,1
"123",1,1
"124",1,1
"125",1,1
"126",0,1
"127",1,1
"128",1,1
"129",1,1
"130",1,1
"131",1,1
"132",1,1
"133",1,1
"134",1,1
"135",1,1
"136",1,1
"137",1,1
"138",1,1
"139",1,1
"140",1,1
"141",1,1
"142",1,1
"143",1,1
"144",1,1
"145",1,1
"146",1,1
"147",1,1
"148",1,1
"149",1,1
"150",1,1
"151",1,1
"152",1,1
"153",1,1
"154",1,1
"155",1,1
"156",1,1
"157",1,1
"158",1,1
"159",1,1
"160",1,1
"161",1,1
"162",1,1
"163",1,1
"164",1,1
"165",1,1
"166",0,1
"167",1,1
"168",1,1
"169",1,1
"170",1,1
"171",1,1
"172",1,1
"173",1,1
"174",1,1
"175",1,1
"176",1,1
"177",1,1
"178",1,1
"179",1,1
"180",1,1
"181",1,1
"182",1,1
"183",1,1
"184",1,1
"185",1,1
"186",1,1
"187",1,1
"188",1,1
"189",1,1
"190",1,1
"191",1,1
"192",1,1
"193",1,1
"194",1,1
"195",1,1
"196",1,1
"197",1,1
"198",1,1
"199",1,1
"200",1,1
"201",1,2
"202",1,2
"203",1,2
"204",1,2
"205",1,2
"206",1,2
"207",1,2
"208",1,2
"209",1,2
"210",1,2
"211",1,2
"212",1,2
"213",1,2
"214",1,2
"215",1,2
"216",1,2
"217",1,2
"218",1,2
"219",1,2
"220",1,2
"221",1,2
"222",1,2
"223",1,2
"224",1,2
"225",1,2
"226",1,2
"227",1,2
"228",1,2
"229",1,2
"230",1,2
"231",1,2
"232",1,2
"233",1,2
"234",1,2
"235",1,2
"236",1,2
"237",1,2
"238",1,2
"239",1,2
"240",1,2
"241",1,2
"242",1,2
"243",1,2
"244",1,2
"245",1,2
"246",1,2
"247",1,2
"248",1,2
"249",1,2
"250",1,2
"251",1,2
"252",1,2
"253",1,2
"254",1,2
"255",1,2
"256",1,2
"257",0,2
"258",1,2
"259",1,2
"260",1,2
"261",1,2
"262",1,2
"263",1,2
"264",1,2
"265",0,2
"266",0,2
"267",1,2
"268",1,2
"269",1,2
"270",1,2
"271",1,2
"272",1,2
"273",1,2
"274",1,2
"275",1,2
"276",1,2
"277",1,2
"278",1,2
"279",1,2
"280",1,2
"281",1,2
"282",1,2
"283",1,2
"284",1,2
"285",1,2
"286",1,2
"287",0,2
"288",1,2
"289",1,2
"290",1,2
"291",1,2
"292",1,2
"293",1,2
"294",1,2
"295",1,2
"296",1,2
"297",1,2
"298",0,2
"299",1,2
"300",1,2
"301",1,3
"302",1,3
"303",1,3
"304",0,3
"305",1,3
"306",1,3
"307",1,3
"308",1,3
"309",1,3
"310",1,3
"311",1,3
"312",0,3
"313",1,3
"314",1,3
"315",1,3
"316",1,3
"317",1,3
"318",1,3
"319",1,3
"320",1,3
"321",1,3
"322",1,3
"323",1,3
"324",1,3
"325",1,3
"326",1,3
"327",0,3
"328",1,3
"329",1,3
"330",1,3
"331",1,3
"332",0,3
"333",1,3
"334",1,3
"335",1,3
"336",1,3
"337",1,3
"338",1,3
"339",1,3
"340",1,3
"341",1,3
"342",1,3
"343",1,3
"344",1,3
"345",1,3
"346",1,3
"347",1,3
"348",1,3
"349",1,3
"350",1,3
"351",1,3
"352",1,3
"353",1,3
"354",1,3
"355",1,3
"356",0,3
"357",1,3
"358",1,3
"359",1,3
"360",1,3
"361",0,3
"362",1,3
"363",1,3
"364",1,3
"365",1,3
"366",1,3
"367",1,3
"368",1,3
"369",1,3
"370",1,3
"371",0,3
"372",1,3
"373",0,3
"374",1,3
"375",1,3
"376",1,3
"377",1,3
"378",1,3
"379",1,3
"380",1,3
"381",1,3
"382",1,3
"383",1,3
"384",1,3
"385",1,3
"386",1,3
"387",1,3
"388",1,3
"389",1,3
"390",1,3
"391",0,3
"392",1,3
"393",0,3
"394",1,3
"395",1,3
"396",1,3
"397",1,3
"398",1,3
"399",1,3
"400",1,3
"401",1,4
"402",1,4
"403",1,4
"404",1,4
"405",1,4
"406",1,4
"407",1,4
"408",1,4
"409",1,4
"410",1,4
"411",0,4
"412",1,4
"413",1,4
"414",0,4
"415",1,4
"416",1,4
"417",1,4
"418",1,4
"419",0,4
"420",1,4
"421",1,4
"422",1,4
"423",1,4
"424",1,4
"425",1,4
"426",1,4
"427",1,4
"428",1,4
"429",1,4
"430",1,4
"431",1,4
"432",1,4
"433",1,4
"434",1,4
"435",1,4
"436",0,4
"437",1,4
"438",1,4
"439",1,4
"440",1,4
"441",1,4
"442",1,4
"443",1,4
"444",1,4
"445",1,4
"446",1,4
"447",1,4
"448",0,4
"449",1,4
"450",1,4
"451",1,4
"452",1,4
"453",1,4
"454",1,4
"455",1,4
"456",1,4
"457",1,4
"458",1,4
"459",1,4
"460",1,4
"461",1,4
"462",0,4
"463",1,4
"464",0,4
"465",1,4
"466",1,4
"467",1,4
"468",1,4
"469",1,4
"470",1,4
"471",1,4
"472",1,4
"473",1,4
"474",1,4
"475",1,4
"476",1,4
"477",1,4
"478",1,4
"479",1,4
"480",1,4
"481",1,4
"482",1,4
"483",1,4
"484",1,4
"485",1,4
"486",1,4
"487",1,4
"488",1,4
"489",1,4
"490",1,4
"491",1,4
"492",0,4
"493",1,4
"494",1,4
"495",1,4
"496",1,4
"497",1,4
"498",1,4
"499",1,4
"500",1,4
"501",0,5
"502",1,5
"503",1,5
"504",1,5
"505",0,5
"506",1,5
"507",1,5
"508",1,5
"509",1,5
"510",0,5
"511",1,5
"512",1,5
"513",0,5
"514",1,5
"515",1,5
"516",1,5
"517",1,5
"518",0,5
"519",1,5
"520",0,5
"521",0,5
"522",1,5
"523",0,5
"524",0,5
"525",1,5
"526",1,5
"527",1,5
"528",1,5
"529",0,5
"530",0,5
"531",1,5
"532",0,5
"533",1,5
"534",1,5
"535",1,5
"536",1,5
"537",1,5
"538",1,5
"539",0,5
"540",0,5
"541",0,5
"542",1,5
"543",1,5
"544",1,5
"545",1,5
"546",0,5
"547",1,5
"548",0,5
"549",0,5
"550",1,5
"551",1,5
"552",1,5
"553",1,5
"554",1,5
"555",1,5
"556",1,5
"557",1,5
"558",1,5
"559",0,5
"560",0,5
"561",1,5
"562",1,5
"563",0,5
"564",1,5
"565",1,5
"566",1,5
"567",1,5
"568",1,5
"569",0,5
"570",0,5
"571",1,5
"572",1,5
"573",1,5
"574",0,5
"575",1,5
"576",1,5
"577",1,5
"578",1,5
"579",0,5
"580",1,5
"581",1,5
"582",0,5
"583",1,5
"584",1,5
"585",1,5
"586",1,5
"587",1,5
"588",1,5
"589",1,5
"590",0,5
"591",1,5
"592",1,5
"593",1,5
"594",1,5
"595",0,5
"596",0,5
"597",1,5
"598",1,5
"599",0,5
"600",1,5
"601",0,6
"602",1,6
"603",1,6
"604",1,6
"605",0,6
"606",1,6
"607",1,6
"608",0,6
"609",1,6
"610",1,6
"611",0,6
"612",1,6
"613",0,6
"614",1,6
"615",1,6
"616",0,6
"617",1,6
"618",1,6
"619",1,6
"620",1,6
"621",1,6
"622",0,6
"623",1,6
"624",0,6
"625",1,6
"626",0,6
"627",1,6
"628",0,6
"629",1,6
"630",1,6
"631",1,6
"632",1,6
"633",0,6
"634",0,6
"635",1,6
"636",0,6
"637",1,6
"638",1,6
"639",1,6
"640",0,6
"641",1,6
"642",1,6
"643",1,6
"644",1,6
"645",1,6
"646",1,6
"647",1,6
"648",1,6
"649",1,6
"650",1,6
"651",0,6
"652",1,6
"653",1,6
"654",1,6
"655",0,6
"656",0,6
"657",1,6
"658",0,6
"659",1,6
"660",1,6
"661",1,6
"662",1,6
"663",1,6
"664",0,6
"665",1,6
"666",0,6
"667",0,6
"668",1,6
"669",1,6
"670",0,6
"671",0,6
"672",1,6
"673",1,6
"674",1,6
"675",1,6
"676",1,6
"677",1,6
"678",1,6
"679",1,6
"680",0,6
"681",1,6
"682",0,6
"683",1,6
"684",1,6
"685",1,6
"686",1,6
"687",1,6
"688",1,6
"689",0,6
"690",1,6
"691",0,6
"692",1,6
"693",1,6
"694",1,6
"695",1,6
"696",0,6
"697",1,6
"698",1,6
"699",1,6
"700",1,6
"701",1,7
"702",1,7
"703",0,7
"704",1,7
"705",1,7
"706",0,7
"707",1,7
"708",1,7
"709",1,7
"710",0,7
"711",1,7
"712",0,7
"713",1,7
"714",1,7
"715",0,7
"716",0,7
"717",0,7
"718",1,7
"719",1,7
"720",1,7
"721",1,7
"722",0,7
"723",0,7
"724",0,7
"725",1,7
"726",1,7
"727",0,7
"728",0,7
"729",0,7
"730",0,7
"731",0,7
"732",0,7
"733",0,7
"734",1,7
"735",0,7
"736",0,7
"737",1,7
"738",0,7
"739",1,7
"740",1,7
"741",1,7
"742",1,7
"743",0,7
"744",1,7
"745",0,7
"746",0,7
"747",0,7
"748",1,7
"749",0,7
"750",1,7
"751",1,7
"752",0,7
"753",0,7
"754",1,7
"755",0,7
"756",0,7
"757",0,7
"758",0,7
"759",1,7
"760",1,7
"761",0,7
"762",1,7
"763",1,7
"764",1,7
"765",0,7
"766",1,7
"767",1,7
"768",1,7
"769",0,7
"770",1,7
"771",0,7
"772",0,7
"773",1,7
"774",0,7
"775",1,7
"776",0,7
"777",1,7
"778",1,7
"779",1,7
"780",1,7
"781",0,7
"782",1,7
"783",1,7
"784",1,7
"785",1,7
"786",0,7
"787",0,7
"788",1,7
"789",1,7
"790",0,7
"791",1,7
"792",1,7
"793",0,7
"794",0,7
"795",0,7
"796",0,7
"797",0,7
"798",0,7
"799",0,7
"800",0,7
"801",1,8
"802",1,8
"803",1,8
"804",1,8
"805",1,8
"806",0,8
"807",1,8
"808",0,8
"809",0,8
"810",0,8
"811",1,8
"812",0,8
"813",0,8
"814",1,8
"815",0,8
"816",0,8
"817",1,8
"818",1,8
"819",1,8
"820",1,8
"821",1,8
"822",0,8
"823",1,8
"824",0,8
"825",1,8
"826",0,8
"827",0,8
"828",1,8
"829",0,8
"830",1,8
"831",0,8
"832",0,8
"833",1,8
"834",1,8
"835",0,8
"836",0,8
"837",1,8
"838",1,8
"839",1,8
"840",0,8
"841",1,8
"842",1,8
"843",1,8
"844",1,8
"845",0,8
"846",1,8
"847",1,8
"848",0,8
"849",1,8
"850",1,8
"851",1,8
"852",1,8
"853",0,8
"854",1,8
"855",1,8
"856",0,8
"857",1,8
"858",1,8
"859",0,8
"860",1,8
"861",1,8
"862",1,8
"863",1,8
"864",0,8
"865",0,8
"866",0,8
"867",0,8
"868",1,8
"869",0,8
"870",1,8
"871",1,8
"872",0,8
"873",1,8
"874",0,8
"875",0,8
"876",1,8
"877",1,8
"878",1,8
"879",1,8
"880",0,8
"881",1,8
"882",1,8
"883",0,8
"884",1,8
"885",1,8
"886",0,8
"887",0,8
"888",0,8
"889",1,8
"890",1,8
"891",1,8
"892",1,8
"893",0,8
"894",1,8
"895",0,8
"896",0,8
"897",1,8
"898",0,8
"899",1,8
"900",1,8
"901",0,8
"902",0,8
"903",0,8
"904",0,8
"905",1,8
"906",0,8
"907",1,8
"908",1,8
"909",0,8
"910",1,8
"911",0,8
"912",0,8
"913",1,8
"914",1,8
"915",0,8
"916",1,8
"917",1,8
"918",1,8
"919",0,8
"920",1,8
"921",0,8
"922",0,8
"923",0,8
"924",0,8
"925",1,8
"926",0,8
"927",0,8
"928",0,8
"929",1,8
"930",1,8
"931",1,8
"932",1,8
"933",1,8
"934",0,8
"935",1,8
"936",1,8
"937",1,8
"938",0,8
"939",0,8
"940",0,8
"941",0,8
"942",1,8
"943",1,8
"944",0,8
"945",0,8
"946",1,8
"947",1,8
"948",0,8
"949",1,8
"950",1,8
"951",0,8
"952",1,8
"953",0,8
"954",0,8
"955",1,8
"956",1,8
"957",1,8
"958",1,8
"959",1,8
"960",1,8
"961",1,8
"962",0,8
"963",1,8
"964",0,8
"965",0,8
"966",1,8
"967",1,8
"968",0,8
"969",0,8
"970",0,8
"971",0,8
"972",1,8
"973",1,8
"974",1,8
"975",1,8
"976",1,8
"977",1,8
"978",0,8
"979",1,8
"980",0,8
"981",0,8
"982",0,8
"983",0,8
"984",0,8
"985",1,8
"986",0,8
"987",0,8
"988",1,8
"989",1,8
"990",0,8
"991",1,8
"992",0,8
"993",1,8
"994",0,8
"995",1,8
"996",1,8
"997",0,8
"998",0,8
"999",0,8
"1000",0,8
"1001",0,9
"1002",0,9
"1003",0,9
"1004",0,9
"1005",0,9
"1006",0,9
"1007",0,9
"1008",1,9
"1009",0,9
"1010",1,9
"1011",0,9
"1012",0,9
"1013",0,9
"1014",0,9
"1015",0,9
"1016",0,9
"1017",1,9
"1018",0,9
"1019",1,9
"1020",0,9
"1021",0,9
"1022",0,9
"1023",1,9
"1024",0,9
"1025",1,9
"1026",0,9
"1027",0,9
"1028",0,9
"1029",1,9
"1030",1,9
"1031",0,9
"1032",0,9
"1033",0,9
"1034",0,9
"1035",0,9
"1036",0,9
"1037",0,9
"1038",1,9
"1039",0,9
"1040",1,9
"1041",0,9
"1042",0,9
"1043",1,9
"1044",1,9
"1045",0,9
"1046",0,9
"1047",0,9
"1048",1,9
"1049",0,9
"1050",0,9
"1051",0,9
"1052",0,9
"1053",0,9
"1054",0,9
"1055",0,9
"1056",1,9
"1057",1,9
"1058",1,9
"1059",0,9
"1060",0,9
"1061",1,9
"1062",0,9
"1063",1,9
"1064",0,9
"1065",1,9
"1066",1,9
"1067",0,9
"1068",1,9
"1069",0,9
"1070",0,9
"1071",0,9
"1072",0,9
"1073",0,9
"1074",0,9
"1075",0,9
"1076",0,9
"1077",0,9
"1078",0,9
"1079",0,9
"1080",1,9
"1081",1,9
"1082",0,9
"1083",0,9
"1084",0,9
"1085",1,9
"1086",1,9
"1087",0,9
"1088",0,9
"1089",0,9
"1090",0,9
"1091",0,9
"1092",0,9
"1093",0,9
"1094",1,9
"1095",1,9
"1096",0,9
"1097",1,9
"1098",0,9
"1099",0,9
"1100",1,9
"1101",0,10
"1102",0,10
"1103",0,10
"1104",1,10
"1105",1,10
"1106",0,10
"1107",0,10
"1108",0,10
"1109",1,10
"1110",1,10
"1111",0,10
"1112",0,10
"1113",0,10
"1114",1,10
"1115",0,10
"1116",0,10
"1117",0,10
"1118",0,10
"1119",1,10
"1120",0,10
"1121",0,10
"1122",0,10
"1123",0,10
"1124",0,10
"1125",0,10
"1126",1,10
"1127",0,10
"1128",1,10
"1129",0,10
"1130",0,10
"1131",1,10
"1132",0,10
"1133",0,10
"1134",0,10
"1135",1,10
"1136",1,10
"1137",1,10
"1138",1,10
"1139",0,10
"1140",0,10
"1141",0,10
"1142",1,10
"1143",0,10
"1144",0,10
"1145",0,10
"1146",0,10
"1147",0,10
"1148",1,10
"1149",0,10
"1150",0,10
"1151",0,10
"1152",0,10
"1153",1,10
"1154",0,10
"1155",0,10
"1156",1,10
"1157",1,10
"1158",1,10
"1159",1,10
"1160",0,10
"1161",1,10
"1162",0,10
"1163",0,10
"1164",0,10
"1165",0,10
"1166",0,10
"1167",0,10
"1168",0,10
"1169",0,10
"1170",0,10
"1171",0,10
"1172",0,10
"1173",0,10
"1174",0,10
"1175",1,10
"1176",0,10
"1177",0,10
"1178",0,10
"1179",0,10
"1180",0,10
"1181",1,10
"1182",1,10
"1183",1,10
"1184",0,10
"1185",0,10
"1186",0,10
"1187",0,10
"1188",0,10
"1189",1,10
"1190",0,10
"1191",1,10
"1192",0,10
"1193",1,10
"1194",0,10
"1195",1,10
"1196",0,10
"1197",0,10
"1198",0,10
"1199",0,10
"1200",1,10
"1201",0,11
"1202",0,11
"1203",0,11
"1204",0,11
"1205",0,11
"1206",0,11
"1207",0,11
"1208",0,11
"1209",0,11
"1210",1,11
"1211",1,11
"1212",0,11
"1213",1,11
"1214",1,11
"1215",0,11
"1216",1,11
